performance ratio,<b>性能比</b><br>音标: /performanc/<br>例句: Performance ratio compares actual yield to theoretical yield.<br>分类: 新能源 | 难度: ★★★,new_energy
levelized cost of energy,<b>平准化度电成本</b><br>音标: /levelized-/<br>例句: LCOE enables comparison of different generation technologies.<br>分类: 新能源 | 难度: ★★★,new_energy
balance of system,"<b>系统平衡部件</b><br>音标: /balance-of/<br>例句: BOS includes mounting, wiring, inverters, and installation labor.<br>分类: 新能源 | 难度: ★★",new_energy
engineering procurement construction,<b>EPC总承包</b><br>音标: /engineerin/<br>例句: EPC contractors deliver turnkey solar projects.<br>分类: 新能源 | 难度: ★★,new_energy
operation and maintenance,<b>运维</b><br>音标: /operation-/<br>例句: O&M costs are lower for solar than for thermal generation.<br>分类: 新能源 | 难度: ★,new_energy
remote monitoring,<b>远程监控</b><br>音标: /remote-mon/<br>例句: Remote monitoring tracks performance and detects faults in real time.<br>分类: 新能源 | 难度: ★★,new_energy
corrective maintenance,<b>纠正性维护</b><br>音标: /corrective/<br>例句: Corrective maintenance repairs equipment after a failure occurs.<br>分类: 新能源 | 难度: ★★,new_energy
preventive maintenance,<b>预防性维护</b><br>音标: /preventive/<br>例句: Preventive maintenance includes scheduled inspections and cleaning.<br>分类: 新能源 | 难度: ★★,new_energy
thermographic inspection,<b>热成像检测</b><br>音标: /thermograp/<br>例句: Thermographic inspection identifies hot spots and defective cells.<br>分类: 新能源 | 难度: ★★★★,new_energy
electroluminescence imaging,<b>电致发光成像</b><br>音标: /electrolum/<br>例句: EL imaging reveals microcracks and other cell-level defects.<br>分类: 新能源 | 难度: ★★★★★,new_energy
string inverter,<b>组串式逆变器</b><br>音标: /string-inv/<br>例句: String inverters connect multiple series strings of modules.<br>分类: 新能源 | 难度: ★★,new_energy
central inverter,<b>集中式逆变器</b><br>音标: /central-in/<br>例句: Central inverters serve large arrays through a single conversion unit.<br>分类: 新能源 | 难度: ★★,new_energy
microinverter,<b>微型逆变器</b><br>音标: /microinver/<br>例句: Microinverters perform module-level power conversion and MPPT.<br>分类: 新能源 | 难度: ★★★,new_energy
power optimizer,<b>功率优化器</b><br>音标: /power-opti/<br>例句: Power optimizers enable module-level MPPT with a central inverter.<br>分类: 新能源 | 难度: ★★★,new_energy
maximum power point tracking,<b>最大功率点跟踪</b><br>音标: /maximum-po/<br>例句: MPPT algorithms continuously adjust to find the optimal operating point.<br>分类: 新能源 | 难度: ★★★,new_energy
anti-islanding protection,<b>防孤岛保护</b><br>音标: /anti-islan/<br>例句: Anti-islanding protection disconnects the inverter when the grid fails.<br>分类: 新能源 | 难度: ★★★,new_energy
grid support functions,<b>电网支撑功能</b><br>音标: /grid-suppo/<br>例句: Advanced inverters provide reactive power and voltage regulation.<br>分类: 新能源 | 难度: ★★★,new_energy
module-level power electronics,<b>组件级电力电子</b><br>音标: /module-lev/<br>例句: MLPE includes microinverters and power optimizers.<br>分类: 新能源 | 难度: ★★★,new_energy
rapid shutdown,<b>快速关断</b><br>音标: /rapid-shut/<br>例句: Rapid shutdown de-energizes conductors for firefighter safety.<br>分类: 新能源 | 难度: ★★★,new_energy
arc fault circuit interrupter,<b>电弧故障断路器</b><br>音标: /arc-fault-/<br>例句: AFCI detects dangerous arc faults in PV DC circuits.<br>分类: 新能源 | 难度: ★★★★,new_energy
ground fault protection,<b>接地故障保护</b><br>音标: /ground-fau/<br>例句: GFP detects current leakage to ground in PV systems.<br>分类: 新能源 | 难度: ★★★,new_energy
surge protective device,<b>浪涌保护器</b><br>音标: /surge-prot/<br>例句: SPDs protect PV equipment from lightning-induced surges.<br>分类: 新能源 | 难度: ★★★,new_energy
combiner box,<b>汇流箱</b><br>音标: /combiner-b/<br>例句: Combiner boxes aggregate multiple string circuits into a single output.<br>分类: 新能源 | 难度: ★★,new_energy
recombiner,<b>二级汇流箱</b><br>音标: /recombiner/<br>例句: Recommbiners further aggregate combiner box outputs before the inverter.<br>分类: 新能源 | 难度: ★★★,new_energy
DC disconnect,<b>直流隔离开关</b><br>音标: /dc-disconn/<br>例句: DC disconnect switches isolate the PV array for maintenance.<br>分类: 新能源 | 难度: ★★,new_energy
AC disconnect,<b>交流隔离开关</b><br>音标: /ac-disconn/<br>例句: AC disconnect switches isolate the inverter output from the grid.<br>分类: 新能源 | 难度: ★★,new_energy
horizontal axis wind turbine,<b>水平轴风力发电机</b><br>音标: /horizontal/<br>例句: HAWT is the dominant design for utility-scale wind turbines.<br>分类: 新能源 | 难度: ★★,new_energy
vertical axis wind turbine,<b>垂直轴风力发电机</b><br>音标: /vertical-a/<br>例句: VAWT can capture wind from any direction without yaw systems.<br>分类: 新能源 | 难度: ★★★,new_energy
Darrieus turbine,<b>达里厄风力机</b><br>音标: /darrieus-t/<br>例句: The Darrieus VAWT uses lift-driven curved blades.<br>分类: 新能源 | 难度: ★★★★,new_energy
Savonius turbine,<b>萨沃纽斯风力机</b><br>音标: /savonius-t/<br>例句: The Savonius VAWT is drag-driven and suitable for low wind speed.<br>分类: 新能源 | 难度: ★★★★,new_energy
direct drive turbine,<b>直驱风力机</b><br>音标: /direct-dri/<br>例句: Direct drive turbines eliminate the gearbox for higher reliability.<br>分类: 新能源 | 难度: ★★★,new_energy
geared turbine,<b>齿轮箱风力机</b><br>音标: /geared-tur/<br>例句: Geared turbines use a gearbox to match rotor and generator speeds.<br>分类: 新能源 | 难度: ★★,new_energy
hybrid drive turbine,<b>半直驱风力机</b><br>音标: /hybrid-dri/<br>例句: Hybrid drive combines a single-stage gearbox with a medium-speed generator.<br>分类: 新能源 | 难度: ★★★★,new_energy
doubly fed induction generator,<b>双馈异步发电机</b><br>音标: /doubly-fed/<br>例句: DFIG uses a partial-scale converter for variable speed operation.<br>分类: 新能源 | 难度: ★★★★,new_energy
permanent magnet synchronous generator,<b>永磁同步发电机</b><br>音标: /permanent-/<br>例句: PMSG offers high efficiency and eliminates rotor excitation losses.<br>分类: 新能源 | 难度: ★★★,new_energy
squirrel cage induction generator,<b>鼠笼异步发电机</b><br>音标: /squirrel-c/<br>例句: SCIG uses a full-scale converter for grid connection.<br>分类: 新能源 | 难度: ★★★★,new_energy
cut-in wind speed,<b>切入风速</b><br>音标: /cut-in-win/<br>例句: The turbine starts generating at its cut-in wind speed of 3 m/s.<br>分类: 新能源 | 难度: ★★,new_energy
rated wind speed,<b>额定风速</b><br>音标: /rated-wind/<br>例句: The turbine reaches rated power at 12 m/s rated wind speed.<br>分类: 新能源 | 难度: ★★,new_energy
cut-out wind speed,"<b>切出风速</b><br>音标: /cut-out-wi/<br>例句: At 25 m/s cut-out wind speed, the turbine shuts down for safety.<br>分类: 新能源 | 难度: ★★",new_energy
survival wind speed,<b>极限生存风速</b><br>音标: /survival-w/<br>例句: The turbine must withstand 70 m/s survival wind speed in extreme conditions.<br>分类: 新能源 | 难度: ★★★★,new_energy
power curve,<b>功率曲线</b><br>音标: /power-curv/<br>例句: The power curve maps wind speed to electrical power output.<br>分类: 新能源 | 难度: ★★,new_energy
thrust curve,<b>推力曲线</b><br>音标: /thrust-cur/<br>例句: The thrust curve relates wind speed to the force on the rotor.<br>分类: 新能源 | 难度: ★★★★,new_energy
wind class,"<b>风区等级</b><br>音标: /wind-class/<br>例句: IEC wind classes I, II, III correspond to different average wind speeds.<br>分类: 新能源 | 难度: ★★★",new_energy
turbulence intensity,<b>湍流强度</b><br>音标: /turbulence/<br>例句: Turbulence intensity is the ratio of wind speed standard deviation to mean.<br>分类: 新能源 | 难度: ★★★★,new_energy
rotor diameter,<b>风轮直径</b><br>音标: /rotor-diam/<br>例句: Modern offshore turbines have rotor diameters exceeding 200 meters.<br>分类: 新能源 | 难度: ★★,new_energy
swept area,<b>扫风面积</b><br>音标: /swept-area/<br>例句: Power output is proportional to the swept area of the rotor.<br>分类: 新能源 | 难度: ★★★,new_energy
hub height,<b>轮毂高度</b><br>音标: /hub-height/<br>例句: Taller hub heights access stronger and more consistent wind resources.<br>分类: 新能源 | 难度: ★★,new_energy
specific power,<b>单位扫风面积功率</b><br>音标: /specific-p/<br>例句: Lower specific power improves capacity factor but increases cost per MW.<br>分类: 新能源 | 难度: ★★★★,new_energy
power density,<b>功率密度</b><br>音标: /power-dens/<br>例句: Modern turbines trend toward lower power density for better grid integration.<br>分类: 新能源 | 难度: ★★★,new_energy
annual energy production,<b>年发电量</b><br>音标: /annual-ene/<br>例句: AEP is the projected annual electricity output of the turbine.<br>分类: 新能源 | 难度: ★★,new_energy
wake loss,<b>尾流损失</b><br>音标: /wake-loss/<br>例句: Wake loss occurs when upstream turbines reduce wind speed for downstream ones.<br>分类: 新能源 | 难度: ★★★,new_energy
blockage effect,<b>阻塞效应</b><br>音标: /blockage-e/<br>例句: The blockage effect slows upstream wind as it approaches a large wind farm.<br>分类: 新能源 | 难度: ★★★★★,new_energy
wind farm layout optimization,<b>风场布局优化</b><br>音标: /wind-farm-/<br>例句: Layout optimization minimizes wake losses while respecting land constraints.<br>分类: 新能源 | 难度: ★★★★,new_energy
nacelle,"<b>机舱</b><br>音标: /nacelle/<br>例句: The nacelle houses the generator, gearbox, and control systems.<br>分类: 新能源 | 难度: ★★",new_energy
rotor hub,<b>轮毂</b><br>音标: /rotor-hub/<br>例句: The rotor hub connects the blades to the main shaft.<br>分类: 新能源 | 难度: ★★,new_energy
pitch system,<b>变桨系统</b><br>音标: /pitch-syst/<br>例句: The pitch system adjusts blade angles to control power output.<br>分类: 新能源 | 难度: ★★,new_energy
variable pitch,<b>变桨距</b><br>音标: /variable-p/<br>例句: Variable pitch enables active power control and aerodynamic braking.<br>分类: 新能源 | 难度: ★★★,new_energy
fixed pitch,<b>定桨距</b><br>音标: /fixed-pitc/<br>例句: Fixed pitch turbines rely on stall regulation for power control.<br>分类: 新能源 | 难度: ★★★,new_energy
stall regulation,<b>失速调节</b><br>音标: /stall-regu/<br>例句: Passive stall regulation limits power without active pitch control.<br>分类: 新能源 | 难度: ★★★★,new_energy
active stall,<b>主动失速</b><br>音标: /active-sta/<br>例句: Active stall combines pitch actuation with stall aerodynamic principles.<br>分类: 新能源 | 难度: ★★★★,new_energy
gearbox,<b>齿轮箱</b><br>音标: /gearbox/<br>例句: The gearbox increases rotor speed to match the generator requirements.<br>分类: 新能源 | 难度: ★★,new_energy
planetary gearbox,<b>行星齿轮箱</b><br>音标: /planetary-/<br>例句: Planetary gearboxes offer compact design with high torque density.<br>分类: 新能源 | 难度: ★★★★,new_energy
parallel shaft gearbox,<b>平行轴齿轮箱</b><br>音标: /parallel-s/<br>例句: Parallel shaft gearboxes are simpler but larger than planetary designs.<br>分类: 新能源 | 难度: ★★★★,new_energy
yaw system,<b>偏航系统</b><br>音标: /yaw-system/<br>例句: The yaw system rotates the nacelle to face the wind direction.<br>分类: 新能源 | 难度: ★★,new_energy
wind vane,<b>风向标</b><br>音标: /wind-vane/<br>例句: Wind vanes on the nacelle measure wind direction for yaw control.<br>分类: 新能源 | 难度: ★★★,new_energy
anemometer,<b>风速计</b><br>音标: /anemometer/<br>例句: Cup anemometers measure wind speed at the nacelle height.<br>分类: 新能源 | 难度: ★★,new_energy
ultrasonic anemometer,<b>超声波风速计</b><br>音标: /ultrasonic/<br>例句: Ultrasonic anemometers have no moving parts and higher reliability.<br>分类: 新能源 | 难度: ★★★,new_energy
LIDAR,<b>激光雷达</b><br>音标: /lidar/<br>例句: LIDAR measures wind speed and direction remotely using laser pulses.<br>分类: 新能源 | 难度: ★★★,new_energy
SODAR,<b>声雷达</b><br>音标: /sodar/<br>例句: SODAR uses sound waves to measure wind profiles up to 200 meters.<br>分类: 新能源 | 难度: ★★★★,new_energy
wind resource assessment,<b>风资源评估</b><br>音标: /wind-resou/<br>例句: Wind resource assessment determines the energy potential of a site.<br>分类: 新能源 | 难度: ★★,new_energy
wind atlas,<b>风资源图谱</b><br>音标: /wind-atlas/<br>例句: The wind atlas provides regional wind speed distributions.<br>分类: 新能源 | 难度: ★★★,new_energy
Weibull distribution,<b>威布尔分布</b><br>音标: /weibull-di/<br>例句: The Weibull distribution describes wind speed probability.<br>分类: 新能源 | 难度: ★★★★,new_energy
wind rose,<b>风玫瑰图</b><br>音标: /wind-rose/<br>例句: A wind rose shows wind speed and direction frequency at a location.<br>分类: 新能源 | 难度: ★★★,new_energy
wind shear,<b>风切变</b><br>音标: /wind-shear/<br>例句: Wind shear describes the change in wind speed with height.<br>分类: 新能源 | 难度: ★★★,new_energy
wind shear exponent,<b>风切变指数</b><br>音标: /wind-shear/<br>例句: The wind shear exponent varies with terrain and atmospheric stability.<br>分类: 新能源 | 难度: ★★★★,new_energy
low-level jet,<b>低空急流</b><br>音标: /low-level-/<br>例句: Low-level jets can produce favorable wind conditions for turbines.<br>分类: 新能源 | 难度: ★★★★,new_energy
wind gust,<b>阵风</b><br>音标: /wind-gust/<br>例句: Wind gusts cause short-term loading variations on turbine components.<br>分类: 新能源 | 难度: ★★,new_energy
extreme wind speed,<b>极端风速</b><br>音标: /extreme-wi/<br>例句: 50-year extreme wind speed is used for ultimate strength design.<br>分类: 新能源 | 难度: ★★★★,new_energy
turbulence,<b>湍流</b><br>音标: /turbulence/<br>例句: Atmospheric turbulence causes fatigue loading on turbine structures.<br>分类: 新能源 | 难度: ★★★,new_energy
wind turbine noise,<b>风机噪声</b><br>音标: /wind-turbi/<br>例句: Wind turbine noise includes aerodynamic and mechanical components.<br>分类: 新能源 | 难度: ★★,new_energy
amplitude modulation,<b>幅度调制</b><br>音标: /amplitude-/<br>例句: Amplitude modulation of blade noise can cause community annoyance.<br>分类: 新能源 | 难度: ★★★★★,new_energy
infrasound,<b>次声</b><br>音标: /infrasound/<br>例句: Infrasound from wind turbines is at levels below human perception.<br>分类: 新能源 | 难度: ★★★★,new_energy
shadow flicker,<b>光影闪烁</b><br>音标: /shadow-fli/<br>例句: Shadow flicker analysis ensures turbines do not cause nuisance to neighbors.<br>分类: 新能源 | 难度: ★★,new_energy
setback distance,<b>退距</b><br>音标: /setback-di/<br>例句: Minimum setback distances separate turbines from residential areas.<br>分类: 新能源 | 难度: ★★,new_energy
radar interference,<b>雷达干扰</b><br>音标: /radar-inte/<br>例句: Wind turbines can interfere with aviation and weather radar systems.<br>分类: 新能源 | 难度: ★★★★,new_energy
aviation lighting,<b>航空警示灯</b><br>音标: /aviation-l/<br>例句: Aviation lighting on turbines warns low-flying aircraft.<br>分类: 新能源 | 难度: ★★,new_energy
bird collision,<b>鸟类碰撞</b><br>音标: /bird-colli/<br>例句: Bird collision risk is assessed during wind farm environmental review.<br>分类: 新能源 | 难度: ★★★,new_energy
bat mortality,<b>蝙蝠死亡</b><br>音标: /bat-mortal/<br>例句: Curtailment during low wind speeds reduces bat mortality.<br>分类: 新能源 | 难度: ★★★★,new_energy
marine spatial planning,<b>海洋空间规划</b><br>音标: /marine-spa/<br>例句: MSP coordinates offshore wind with other sea uses.<br>分类: 新能源 | 难度: ★★★,new_energy
offshore substation,<b>海上升压站</b><br>音标: /offshore-s/<br>例句: The offshore substation collects and transforms power from multiple turbines.<br>分类: 新能源 | 难度: ★★★,new_energy
transition piece,<b>过渡段</b><br>音标: /transition/<br>例句: The transition piece connects the monopile foundation to the turbine tower.<br>分类: 新能源 | 难度: ★★★,new_energy
monopile foundation,<b>单桩基础</b><br>音标: /monopile-f/<br>例句: Monopile foundations are the most common for offshore wind in shallow water.<br>分类: 新能源 | 难度: ★★,new_energy
jacket foundation,<b>导管架基础</b><br>音标: /jacket-fou/<br>例句: Jacket foundations are used in deeper waters where monopiles become uneconomical.<br>分类: 新能源 | 难度: ★★★,new_energy
gravity base foundation,<b>重力式基础</b><br>音标: /gravity-ba/<br>例句: Gravity base foundations rely on their weight for stability.<br>分类: 新能源 | 难度: ★★★,new_energy
suction bucket foundation,<b>吸力桶基础</b><br>音标: /suction-bu/<br>例句: Suction bucket foundations use negative pressure to penetrate the seabed.<br>分类: 新能源 | 难度: ★★★★,new_energy
floating foundation,<b>浮式基础</b><br>音标: /floating-f/<br>例句: Floating foundations enable wind turbines in water deeper than 60 meters.<br>分类: 新能源 | 难度: ★★★,new_energy
spar buoy,<b>柱式浮标</b><br>音标: /spar-buoy/<br>例句: Spar buoy floating foundations use ballast for stability.<br>分类: 新能源 | 难度: ★★★★,new_energy
semi-submersible platform,<b>半潜式平台</b><br>音标: /semi-subme/<br>例句: Semi-submersible platforms spread buoyancy across multiple columns.<br>分类: 新能源 | 难度: ★★★★,new_energy
tension leg platform,<b>张力腿平台</b><br>音标: /tension-le/<br>例句: TLP foundations use tethers under tension for vertical stability.<br>分类: 新能源 | 难度: ★★★★★,new_energy
mooring system,<b>系泊系统</b><br>音标: /mooring-sy/<br>例句: Mooring systems anchor floating turbines to the seabed.<br>分类: 新能源 | 难度: ★★★,new_energy
dynamic cable,<b>动态电缆</b><br>音标: /dynamic-ca/<br>例句: Dynamic cables accommodate the motion of floating wind turbines.<br>分类: 新能源 | 难度: ★★★★,new_energy
scour protection,<b>冲刷防护</b><br>音标: /scour-prot/<br>例句: Scour protection prevents erosion around foundation bases.<br>分类: 新能源 | 难度: ★★★,new_energy
corrosion protection,<b>腐蚀防护</b><br>音标: /corrosion-/<br>例句: Cathodic protection prevents corrosion of steel foundations in seawater.<br>分类: 新能源 | 难度: ★★,new_energy
sacrificial anode,<b>牺牲阳极</b><br>音标: /sacrificia/<br>例句: Sacrificial anodes corrode preferentially to protect the foundation steel.<br>分类: 新能源 | 难度: ★★★,new_energy
impressed current cathodic protection,<b>外加电流阴极保护</b><br>音标: /impressed-/<br>例句: ICCP uses external power to prevent corrosion.<br>分类: 新能源 | 难度: ★★★★★,new_energy
marine growth,<b>海生物附着</b><br>音标: /marine-gro/<br>例句: Marine growth on foundations increases loading and complicates inspection.<br>分类: 新能源 | 难度: ★★★,new_energy
crew transfer vessel,<b>人员转运船</b><br>音标: /crew-trans/<br>例句: CTVs transfer technicians from port to offshore turbines.<br>分类: 新能源 | 难度: ★★,new_energy
service operation vessel,<b>服务运维船</b><br>音标: /service-op/<br>例句: SOVs provide accommodation and workshop facilities for offshore crews.<br>分类: 新能源 | 难度: ★★★,new_energy
helicopter access,<b>直升机登乘</b><br>音标: /helicopter/<br>例句: Helicopter access is used when sea conditions prevent vessel transfer.<br>分类: 新能源 | 难度: ★★★,new_energy
